week,region,family,sales,quantity
2017-08-11,2,Bottled drinks,232547,10199
2017-08-11,2,Combos,10337885,72102
2017-08-11,2,Popcorn,1720204,31778
2017-08-11,2,Other families,6061257,113372
2017-08-11,3,Coffee drinks,286075,5275
2017-08-11,3,Bottled drinks,258470,11158
2017-08-11,3,Combos,11037828,74969
2017-08-11,3,Popcorn,2351295,41955
2017-08-11,3,Other families,8133338,150175
2017-08-11,4,Coffee drinks,226229,4379
2017-08-11,4,Bottled drinks,274170,12626
2017-08-11,4,Combos,13722582,98897
2017-08-11,4,Popcorn,2768363,52062
2017-08-11,4,Other families,8227414,167359
2017-08-18,1,Coffee drinks,183964,3474
2017-08-18,1,Bottled drinks,247233,10908
2017-08-18,1,Combos,11811614,83559
2017-08-18,1,Popcorn,2532710,45443
2017-08-18,1,Other families,6226968,131537
2017-08-18,2,Coffee drinks,111033,2102
2017-08-18,2,Bottled drinks,190203,8321
2017-08-18,2,Combos,8968065,62207
2017-08-18,2,Popcorn,1411415,26216
2017-08-18,2,Other families,5093635,97052
2017-08-18,3,Coffee drinks,234021,4324
2017-08-18,3,Bottled drinks,214462,9188
2017-08-18,3,Combos,9269758,62439
2017-08-18,3,Popcorn,1963366,35121
2017-08-18,3,Other families,6850589,129323
2017-08-18,4,Coffee drinks,180616,3504
2017-08-18,4,Bottled drinks,214224,9888
2017-08-18,4,Combos,11103498,79240
2017-08-18,4,Popcorn,2237676,42145
2017-08-18,4,Other families,6662855,136423
2017-08-25,1,Coffee drinks,189362,3593
2017-08-25,1,Bottled drinks,200931,8885
2017-08-25,1,Combos,9005551,63767
2017-08-25,1,Popcorn,2141259,38697
2017-08-25,1,Other families,5122829,104791
2017-08-25,2,Coffee drinks,116464,2195
2017-08-25,2,Bottled drinks,164909,7348
2017-08-25,2,Combos,6997033,48564
2017-08-25,2,Popcorn,1267873,23604
2017-08-25,2,Other families,4267678,80332
2017-08-25,3,Coffee drinks,233240,4307
2017-08-25,3,Bottled drinks,177060,7627
2017-08-25,3,Combos,6784626,45724
2017-08-25,3,Popcorn,1627782,29225
2017-08-25,3,Other families,5440415,99831
2017-08-25,4,Coffee drinks,186319,3622
2017-08-25,4,Bottled drinks,185968,8611
2017-08-25,4,Combos,8412333,60419
2017-08-25,4,Popcorn,1980252,37532
2017-08-25,4,Other families,5624768,112753
2017-09-01,1,Coffee drinks,199232,3767
2017-09-01,1,Bottled drinks,215162,9431
2017-09-01,1,Combos,8657692,61453
2017-09-01,1,Popcorn,2134662,38487
2017-09-01,1,Other families,5237187,106095
2017-09-01,2,Coffee drinks,138422,2598
2017-09-01,2,Bottled drinks,150624,6693
2017-09-01,2,Combos,6411297,44441
2017-09-01,2,Popcorn,1192135,22079
2017-09-01,2,Other families,4187037,77384
2017-09-01,3,Coffee drinks,247393,4582
2017-09-01,3,Bottled drinks,169598,7316
2017-09-01,3,Combos,6520644,44124
2017-09-01,3,Popcorn,1585896,28434
2017-09-01,3,Other families,5388255,98810
2017-09-01,4,Coffee drinks,229613,4404
2017-09-01,4,Bottled drinks,181108,8371
2017-09-01,4,Combos,8406597,60719
2017-09-01,4,Popcorn,1893051,35571
2017-09-01,4,Other families,5804715,116175
2017-09-08,1,Coffee drinks,188268,3539
2017-09-08,1,Bottled drinks,216613,9059
2017-09-08,1,Combos,8455590,58782
2017-09-08,1,Popcorn,2174374,38057
2017-09-08,1,Other families,5266022,103519
2017-09-08,2,Coffee drinks,139409,2567
2017-09-08,2,Bottled drinks,162256,6864
2017-09-08,2,Combos,6401858,43743
2017-09-08,2,Popcorn,1245610,22563
2017-09-08,2,Other families,4385312,77746
2017-09-08,3,Coffee drinks,271307,4890
2017-09-08,3,Bottled drinks,191385,7863
2017-09-08,3,Combos,6909410,45458
2017-09-08,3,Popcorn,1711595,29908
2017-09-08,3,Other families,5927290,105704
2017-09-08,4,Coffee drinks,215427,4122
2017-09-08,4,Bottled drinks,197919,8724
2017-09-08,4,Combos,8488199,61922
2017-09-08,4,Popcorn,1945117,35444
2017-09-08,4,Other families,6120784,114466
2017-09-15,1,Coffee drinks,176661,3268
2017-09-15,1,Bottled drinks,217386,8983
2017-09-15,1,Combos,11526258,80827
2017-09-15,1,Popcorn,2330102,40852
2017-09-15,1,Other families,5790951,120726
2017-09-15,2,Coffee drinks,105271,1973
2017-09-15,2,Bottled drinks,173337,7207
2017-09-15,2,Combos,8774924,60374
2017-09-15,2,Popcorn,1355441,24643
2017-09-15,2,Other families,4947474,93322
2017-09-15,3,Coffee drinks,190370,3429
2017-09-15,3,Bottled drinks,178581,7315
2017-09-15,3,Combos,9198537,60999
2017-09-15,3,Popcorn,1727183,29891
2017-09-15,3,Other families,6212900,114951
2017-09-15,4,Coffee drinks,161744,3079
2017-09-15,4,Bottled drinks,187508,8224
2017-09-15,4,Combos,11470800,84237
2017-09-15,4,Popcorn,1959418,35647
2017-09-15,4,Other families,6570793,130966
2017-09-22,1,Coffee drinks,212643,3971
2017-09-22,1,Bottled drinks,203703,8594
2017-09-22,1,Combos,8807229,62324
2017-09-22,1,Popcorn,2246018,39746
2017-09-22,1,Other families,5422644,137140
2017-09-22,2,Coffee drinks,131309,2475
2017-09-22,2,Bottled drinks,160417,6806
2017-09-22,2,Combos,6794397,47272
2017-09-22,2,Popcorn,1309741,23960
2017-09-22,2,Other families,4624561,102092
2017-09-22,3,Coffee drinks,202997,3670
2017-09-22,3,Bottled drinks,169752,7040
2017-09-22,3,Combos,6842814,46293
2017-09-22,3,Popcorn,1617297,28505
2017-09-22,3,Other families,5673758,119581
2017-09-22,4,Coffee drinks,184125,3528
2017-09-22,4,Bottled drinks,182139,8046
2017-09-22,4,Combos,8822988,66577
2017-09-22,4,Popcorn,1844163,33884
2017-09-22,4,Other families,5922997,137001
2017-09-29,1,Coffee drinks,204831,3816
2017-09-29,1,Bottled drinks,203299,8600
2017-09-29,1,Combos,8607965,61005
2017-09-29,1,Popcorn,2231260,39546
2017-09-29,1,Other families,5484313,122732
2017-09-29,2,Coffee drinks,137551,2568
2017-09-29,2,Bottled drinks,166838,7020
2017-09-29,2,Combos,6904442,47990
2017-09-29,2,Popcorn,1338017,24402
2017-09-29,2,Other families,4824384,97718
2017-09-29,3,Coffee drinks,250986,4491
2017-09-29,3,Bottled drinks,177061,7309
2017-09-29,3,Combos,6962138,46998
2017-09-29,3,Popcorn,1715011,30186
2017-09-29,3,Other families,6193810,120668
2017-09-29,4,Coffee drinks,209788,3950
2017-09-29,4,Bottled drinks,183851,8174
2017-09-29,4,Combos,9393696,70377
2017-09-29,4,Popcorn,1962842,36118
2017-09-29,4,Other families,6475388,138196
2017-10-06,1,Coffee drinks,214905,3992
2017-10-06,1,Bottled drinks,208331,8757
2017-10-06,1,Combos,7764561,55432
2017-10-06,1,Popcorn,2201586,39107
2017-10-06,1,Other families,5204229,111077
2017-10-06,2,Coffee drinks,141749,2645
2017-10-06,2,Bottled drinks,163017,6898
2017-10-06,2,Combos,6231199,43088
2017-10-06,2,Popcorn,1276416,23334
2017-10-06,2,Other families,4525044,84946
2017-10-06,3,Coffee drinks,229496,4149
2017-10-06,3,Bottled drinks,175209,7231
2017-10-06,3,Combos,6019689,40608
2017-10-06,3,Popcorn,1608668,28426
2017-10-06,3,Other families,5593411,103659
2017-10-06,4,Coffee drinks,196817,3713
2017-10-06,4,Bottled drinks,176663,7804
2017-10-06,4,Combos,8061835,61234
2017-10-06,4,Popcorn,1808277,33251
2017-10-06,4,Other families,5705263,115257
2017-10-13,1,Coffee drinks,203139,3780
2017-10-13,1,Bottled drinks,217330,9198
2017-10-13,1,Combos,8427538,60844
2017-10-13,1,Popcorn,2285818,40563
2017-10-13,1,Other families,5439081,108198
2017-10-13,2,Coffee drinks,133951,2501
2017-10-13,2,Bottled drinks,170924,7236
2017-10-13,2,Combos,6563287,45855
2017-10-13,2,Popcorn,1325855,24321
2017-10-13,2,Other families,4852008,84945
2017-10-13,3,Coffee drinks,238131,4287
2017-10-13,3,Bottled drinks,176332,7327
2017-10-13,3,Combos,6303138,43006
2017-10-13,3,Popcorn,1641336,28979
2017-10-13,3,Other families,5985070,104104
2017-10-13,4,Coffee drinks,195107,3685
2017-10-13,4,Bottled drinks,189912,8331
2017-10-13,4,Combos,9358017,72680
2017-10-13,4,Popcorn,1888095,34946
2017-10-13,4,Other families,6455353,121831
2017-10-20,1,Coffee drinks,206072,3837
2017-10-20,1,Bottled drinks,225070,9354
2017-10-20,1,Combos,8632192,61470
2017-10-20,1,Popcorn,2397355,41978
2017-10-20,1,Other families,5540995,108656
2017-10-20,2,Coffee drinks,140314,2591
2017-10-20,2,Bottled drinks,179478,7449
2017-10-20,2,Combos,6841044,47465
2017-10-20,2,Popcorn,1412772,25648
2017-10-20,2,Other families,4747707,83641
2017-10-20,3,Coffee drinks,237525,4221
2017-10-20,3,Bottled drinks,177028,7281
2017-10-20,3,Combos,6390348,42935
2017-10-20,3,Popcorn,1688664,29447
2017-10-20,3,Other families,6033972,102561
2017-10-20,4,Coffee drinks,229175,4340
2017-10-20,4,Bottled drinks,192697,8323
2017-10-20,4,Combos,9681329,74065
2017-10-20,4,Popcorn,2044345,37355
2017-10-20,4,Other families,6595881,124341
2017-10-27,1,Coffee drinks,291258,5382
2017-10-27,1,Bottled drinks,320244,13118
2017-10-27,1,Combos,15416647,106565
2017-10-27,1,Popcorn,3709919,63343
2017-10-27,1,Other families,8508069,169694
2017-10-27,2,Coffee drinks,204142,3740
2017-10-27,2,Bottled drinks,269389,10897
2017-10-27,2,Combos,12267948,82148
2017-10-27,2,Popcorn,2165994,38270
2017-10-27,2,Other families,7626568,134957
2017-10-27,3,Coffee drinks,376108,6669
2017-10-27,3,Bottled drinks,351095,13957
2017-10-27,3,Combos,15683348,100330
2017-10-27,3,Popcorn,3252768,54810
2017-10-27,3,Other families,11690305,204266
2017-10-27,4,Coffee drinks,315196,5826
2017-10-27,4,Bottled drinks,328658,13954
2017-10-27,4,Combos,18427457,133072
2017-10-27,4,Popcorn,3525290,62591
2017-10-27,4,Other families,10947202,210725
2017-11-03,1,Coffee drinks,267478,4898
2017-11-03,1,Bottled drinks,305670,12469
2017-11-03,1,Combos,16350674,112547
2017-11-03,1,Popcorn,3763051,63556
2017-11-03,1,Other families,8443330,169285
2017-11-03,2,Coffee drinks,164236,3043
2017-11-03,2,Bottled drinks,250415,10122
2017-11-03,2,Combos,12648802,84936
2017-11-03,2,Popcorn,2126035,37288
2017-11-03,2,Other families,7230718,130194
2017-11-03,3,Coffee drinks,322536,5689
2017-11-03,3,Bottled drinks,282871,11265
2017-11-03,3,Combos,14675481,94479
2017-11-03,3,Popcorn,2929673,49317
2017-11-03,3,Other families,10283342,180002
2017-11-03,4,Coffee drinks,244197,4551
2017-11-03,4,Bottled drinks,274531,11759
2017-11-03,4,Combos,16794994,115939
2017-11-03,4,Popcorn,3298744,58413
2017-11-03,4,Other families,9707821,190286
2017-11-10,1,Coffee drinks,231178,4252
2017-11-10,1,Bottled drinks,225091,9274
2017-11-10,1,Combos,11944978,83204
2017-11-10,1,Popcorn,2809205,48247
2017-11-10,1,Other families,6346994,128309
2017-11-10,2,Coffee drinks,154192,2796
2017-11-10,2,Bottled drinks,186230,7629
2017-11-10,2,Combos,8606158,58373
2017-11-10,2,Popcorn,1631161,28738
2017-11-10,2,Other families,5323614,94603
2017-11-10,3,Coffee drinks,290230,5147
2017-11-10,3,Bottled drinks,220703,8939
2017-11-10,3,Combos,10447410,68232
2017-11-10,3,Popcorn,2264679,38639
2017-11-10,3,Other families,7920330,140226
2017-11-10,4,Coffee drinks,220304,4137
2017-11-10,4,Bottled drinks,208440,9049
2017-11-10,4,Combos,11019580,77176
2017-11-10,4,Popcorn,2430534,43699
2017-11-10,4,Other families,7010657,136249
2017-11-17,1,Coffee drinks,329270,6041
2017-11-17,1,Bottled drinks,313013,12857
2017-11-17,1,Combos,16855282,119127
2017-11-17,1,Popcorn,3625935,62441
2017-11-17,1,Other families,8808161,175325
2017-11-17,2,Coffee drinks,225240,4097
2017-11-17,2,Bottled drinks,257746,10236
2017-11-17,2,Combos,12781792,89105
2017-11-17,2,Popcorn,2109708,37445
2017-11-17,2,Other families,7521136,134189
2017-11-17,3,Coffee drinks,405896,7170
2017-11-17,3,Bottled drinks,297620,11843
2017-11-17,3,Combos,15181748,100860
2017-11-17,3,Popcorn,3033198,51405
2017-11-17,3,Other families,10937483,194976
2017-11-17,4,Coffee drinks,312967,5768
2017-11-17,4,Bottled drinks,293231,12430
2017-11-17,4,Combos,17145972,123411
2017-11-17,4,Popcorn,3332865,59417
2017-11-17,4,Other families,10445396,200622
2017-11-24,1,Coffee drinks,251198,4633
2017-11-24,1,Bottled drinks,204718,8478
2017-11-24,1,Combos,9494047,66815
2017-11-24,1,Popcorn,2450328,42687
2017-11-24,1,Other families,5473865,108332
2017-11-24,2,Coffee drinks,157185,2886
2017-11-24,2,Bottled drinks,163460,6555
2017-11-24,2,Combos,6846094,47461
2017-11-24,2,Popcorn,1407760,25139
2017-11-24,2,Other families,4463154,79440
2017-11-24,3,Coffee drinks,296873,5234
2017-11-24,3,Bottled drinks,183143,7417
2017-11-24,3,Combos,7817558,52308
2017-11-24,3,Popcorn,1882881,32481
2017-11-24,3,Other families,6229801,109334
2017-11-24,4,Coffee drinks,228103,4251
2017-11-24,4,Bottled drinks,184542,7955
2017-11-24,4,Combos,8675881,61783
2017-11-24,4,Popcorn,2143559,38966
2017-11-24,4,Other families,5973600,113654
2017-12-01,1,Coffee drinks,280230,5186
2017-12-01,1,Bottled drinks,207558,8665
2017-12-01,1,Combos,9816531,69936
2017-12-01,1,Popcorn,2415856,42116
2017-12-01,1,Other families,5915607,116436
2017-12-01,2,Coffee drinks,164757,3029
2017-12-01,2,Bottled drinks,160717,6672
2017-12-01,2,Combos,7258682,50930
2017-12-01,2,Popcorn,1358413,24395
2017-12-01,2,Other families,4841635,85425
2017-12-01,3,Coffee drinks,297921,5243
2017-12-01,3,Bottled drinks,187859,7671
2017-12-01,3,Combos,7929729,53771
2017-12-01,3,Popcorn,1821484,31518
2017-12-01,3,Other families,6781864,116721
2017-12-01,4,Coffee drinks,218617,4064
2017-12-01,4,Bottled drinks,179644,7814
2017-12-01,4,Combos,11019140,87643
2017-12-01,4,Popcorn,1897874,34720
2017-12-01,4,Other families,6539918,123610
2017-12-08,1,Coffee drinks,370190,6635
2017-12-08,1,Bottled drinks,224302,9298
2017-12-08,1,Combos,9418733,65790
2017-12-08,1,Popcorn,2417157,42119
2017-12-08,1,Other families,6282630,116516
2017-12-08,2,Coffee drinks,269597,4768
2017-12-08,2,Bottled drinks,169941,7097
2017-12-08,2,Combos,7302950,50283
2017-12-08,2,Popcorn,1490250,26700
2017-12-08,2,Other families,5768548,94011
2017-12-08,3,Coffee drinks,412973,7171
2017-12-08,3,Bottled drinks,203151,8230
2017-12-08,3,Combos,7824552,52152
2017-12-08,3,Popcorn,1970004,34086
2017-12-08,3,Other families,7429939,121062
2017-12-08,4,Coffee drinks,299473,5490
2017-12-08,4,Bottled drinks,179193,7896
2017-12-08,4,Combos,10630554,84924
2017-12-08,4,Popcorn,1848742,33840
2017-12-08,4,Other families,6909236,124211
2017-12-15,1,Coffee drinks,379636,6887
2017-12-15,1,Bottled drinks,286464,11680
2017-12-15,1,Combos,12535020,86560
2017-12-15,1,Popcorn,3089752,53132
2017-12-15,1,Other families,7929180,147357
2017-12-15,2,Coffee drinks,242055,4381
2017-12-15,2,Bottled drinks,220492,9088
2017-12-15,2,Combos,9782747,66386
2017-12-15,2,Popcorn,1903788,33571
2017-12-15,2,Other families,7065808,117382
2017-12-15,3,Coffee drinks,388430,6839
2017-12-15,3,Bottled drinks,293766,11675
2017-12-15,3,Combos,10968208,72133
2017-12-15,3,Popcorn,2593486,44550
2017-12-15,3,Other families,9682920,159629
2017-12-15,4,Coffee drinks,281610,5217
2017-12-15,4,Bottled drinks,253024,10833
2017-12-15,4,Combos,12040339,84734
2017-12-15,4,Popcorn,2608216,47094
2017-12-15,4,Other families,8860529,158460
2017-12-22,1,Coffee drinks,399759,7307
2017-12-22,1,Bottled drinks,322071,13042
2017-12-22,1,Combos,15515956,105683
2017-12-22,1,Popcorn,3703601,62675
2017-12-22,1,Other families,8322829,164466
2017-12-22,2,Coffee drinks,256335,4624
2017-12-22,2,Bottled drinks,259542,10507
2017-12-22,2,Combos,12320278,82857
2017-12-22,2,Popcorn,2247252,39257
2017-12-22,2,Other families,7207700,130285
2017-12-22,3,Coffee drinks,437343,7681
2017-12-22,3,Bottled drinks,313375,12451
2017-12-22,3,Combos,13036280,84786
2017-12-22,3,Popcorn,2863068,48631
2017-12-22,3,Other families,9831029,171188
2017-12-22,4,Coffee drinks,335435,6182
2017-12-22,4,Bottled drinks,308829,13002
2017-12-22,4,Combos,16438171,115840
2017-12-22,4,Popcorn,3185159,56803
2017-12-22,4,Other families,10034965,190365
2017-12-29,1,Coffee drinks,382090,6948
2017-12-29,1,Bottled drinks,307836,12663
2017-12-29,1,Combos,15548744,107154
2017-12-29,1,Popcorn,3644799,62310
2017-12-29,1,Other families,8566502,201819
2017-12-29,2,Coffee drinks,296496,5353
2017-12-29,2,Bottled drinks,229026,9464
2017-12-29,2,Combos,11387040,76863
2017-12-29,2,Popcorn,2088779,36705
2017-12-29,2,Other families,6928993,146068
2017-12-29,3,Coffee drinks,479754,8361
2017-12-29,3,Bottled drinks,277936,11121
2017-12-29,3,Combos,11914044,78655
2017-12-29,3,Popcorn,2675517,45859
2017-12-29,3,Other families,9406767,184008
2017-12-29,4,Coffee drinks,372748,6832
2017-12-29,4,Bottled drinks,297477,12663
2017-12-29,4,Combos,15925414,111613
2017-12-29,4,Popcorn,3207224,57131
2017-12-29,4,Other families,9991072,216372
2018-01-05,1,Coffee drinks,249996,4595
2018-01-05,1,Bottled drinks,234511,9630
2018-01-05,1,Combos,11916693,85637
2018-01-05,1,Popcorn,2705567,47217
2018-01-05,1,Other families,6582753,162285
2018-01-05,2,Coffee drinks,163505,3039
2018-01-05,2,Bottled drinks,193160,7997
2018-01-05,2,Combos,9294550,65208
2018-01-05,2,Popcorn,1608267,28830
2018-01-05,2,Other families,5617441,125344
2018-01-05,3,Coffee drinks,281473,5003
2018-01-05,3,Bottled drinks,223307,9062
2018-01-05,3,Combos,8767692,60747
2018-01-05,3,Popcorn,1981213,34387
2018-01-05,3,Other families,7143066,145755
2018-01-05,4,Coffee drinks,253567,4710
2018-01-05,4,Bottled drinks,214804,9339
2018-01-05,4,Combos,11621328,83583
2018-01-05,4,Popcorn,2351784,42531
2018-01-05,4,Other families,7331176,168823
2018-01-12,1,Coffee drinks,339249,6166
2018-01-12,1,Bottled drinks,271915,11238
2018-01-12,1,Combos,12242531,88543
2018-01-12,1,Popcorn,3024649,52750
2018-01-12,1,Other families,7171508,174162
2018-01-12,2,Coffee drinks,266949,4857
2018-01-12,2,Bottled drinks,205504,8613
2018-01-12,2,Combos,8977842,64124
2018-01-12,2,Popcorn,1785056,32106
2018-01-12,2,Other families,5918621,130456
2018-01-12,3,Coffee drinks,474548,8336
2018-01-12,3,Bottled drinks,256612,10393
2018-01-12,3,Combos,9831483,68244
2018-01-12,3,Popcorn,2410739,41984
2018-01-12,3,Other families,8334219,168291
2018-01-12,4,Coffee drinks,396526,7251
2018-01-12,4,Bottled drinks,247981,10906
2018-01-12,4,Combos,11675873,85039
2018-01-12,4,Popcorn,2666947,48517
2018-01-12,4,Other families,8266108,185957
2018-01-19,1,Coffee drinks,342432,6242
2018-01-19,1,Bottled drinks,252391,10497
2018-01-19,1,Combos,10828506,78136
2018-01-19,1,Popcorn,2884769,50274
2018-01-19,1,Other families,6615866,159724
2018-01-19,2,Coffee drinks,212208,3839
2018-01-19,2,Bottled drinks,200143,8274
2018-01-19,2,Combos,8409200,59320
2018-01-19,2,Popcorn,1753101,31330
2018-01-19,2,Other families,5766391,123315
2018-01-19,3,Coffee drinks,386809,6815
2018-01-19,3,Bottled drinks,235201,9503
2018-01-19,3,Combos,9084915,62812
2018-01-19,3,Popcorn,2259824,39173
2018-01-19,3,Other families,7686773,154840
2018-01-19,4,Coffee drinks,283774,5259
2018-01-19,4,Bottled drinks,235327,10315
2018-01-19,4,Combos,10502225,76089
2018-01-19,4,Popcorn,2563438,46533
2018-01-19,4,Other families,7589478,168586
2018-01-26,1,Coffee drinks,304421,5542
2018-01-26,1,Bottled drinks,221929,9253
2018-01-26,1,Combos,8883257,64656
2018-01-26,1,Popcorn,2511764,44015
2018-01-26,1,Other families,5808165,139963
2018-01-26,2,Coffee drinks,206766,3763
2018-01-26,2,Bottled drinks,180193,7522
2018-01-26,2,Combos,6900931,49354
2018-01-26,2,Popcorn,1586804,28438
2018-01-26,2,Other families,5104438,112471
2018-01-26,3,Coffee drinks,395862,6985
2018-01-26,3,Bottled drinks,215492,8756
2018-01-26,3,Combos,7544189,52048
2018-01-26,3,Popcorn,2060108,35651
2018-01-26,3,Other families,6846668,136734
2018-01-26,4,Coffee drinks,271172,5015
2018-01-26,4,Bottled drinks,210861,9247
2018-01-26,4,Combos,8715342,63602
2018-01-26,4,Popcorn,2259115,41242
2018-01-26,4,Other families,6727707,152361
2018-02-02,1,Coffee drinks,254545,4686
2018-02-02,1,Bottled drinks,231646,9656
2018-02-02,1,Combos,11457248,86997
2018-02-02,1,Popcorn,2580360,45002
2018-02-02,1,Other families,6310692,152062
2018-02-02,2,Coffee drinks,160417,2951
2018-02-02,2,Bottled drinks,185653,7715
2018-02-02,2,Combos,8793847,66016
2018-02-02,2,Popcorn,1567232,28078
2018-02-02,2,Other families,5411555,119696
2018-02-02,3,Coffee drinks,294356,5231
2018-02-02,3,Bottled drinks,216747,8782
2018-02-02,3,Combos,9226502,67514
2018-02-02,3,Popcorn,2009449,34828
2018-02-02,3,Other families,7145358,141320
2018-02-02,4,Coffee drinks,219525,4099
2018-02-02,4,Bottled drinks,213016,9207
2018-02-02,4,Combos,11341900,86749
2018-02-02,4,Popcorn,2234739,40484
2018-02-02,4,Other families,7082976,158811
2018-02-09,1,Coffee drinks,271990,4986
2018-02-09,1,Bottled drinks,239689,9969
2018-02-09,1,Combos,10295516,73725
2018-02-09,1,Popcorn,2625184,45894
2018-02-09,1,Other families,6619395,158542
2018-02-09,2,Coffee drinks,185346,3367
2018-02-09,2,Bottled drinks,201115,8449
2018-02-09,2,Combos,8130422,57344
2018-02-09,2,Popcorn,1636839,29370
2018-02-09,2,Other families,5857435,124570
2018-02-09,3,Coffee drinks,315018,5610
2018-02-09,3,Bottled drinks,218564,8929
2018-02-09,3,Combos,8045233,55579
2018-02-09,3,Popcorn,2008480,35166
2018-02-09,3,Other families,7470528,146400
2018-02-09,4,Coffee drinks,234859,4381
2018-02-09,4,Bottled drinks,229638,10107
2018-02-09,4,Combos,10897288,79689
2018-02-09,4,Popcorn,2349980,42873
2018-02-09,4,Other families,7743313,167578
2018-02-16,1,Coffee drinks,271072,4967
2018-02-16,1,Bottled drinks,303411,12482
2018-02-16,1,Combos,13202224,94295
2018-02-16,1,Popcorn,3349719,57866
2018-02-16,1,Other families,8796851,203311
2018-02-16,2,Coffee drinks,147788,2716
2018-02-16,2,Bottled drinks,254970,10420
2018-02-16,2,Combos,10454598,73501
2018-02-16,2,Popcorn,2017990,35738
2018-02-16,2,Other families,7592243,155763
2018-02-16,3,Coffee drinks,275541,4967
2018-02-16,3,Bottled drinks,269331,10903
2018-02-16,3,Combos,11073565,75529
2018-02-16,3,Popcorn,2482453,42819
2018-02-16,3,Other families,9581274,184041
2018-02-16,4,Coffee drinks,222826,4173
2018-02-16,4,Bottled drinks,272206,11722
2018-02-16,4,Combos,13444681,96173
2018-02-16,4,Popcorn,2810810,50756
2018-02-16,4,Other families,9742660,207162
2018-02-23,1,Coffee drinks,261195,4754
2018-02-23,1,Bottled drinks,234674,9788
2018-02-23,1,Combos,9808716,70581
2018-02-23,1,Popcorn,2665007,46320
2018-02-23,1,Other families,6117225,147922
2018-02-23,2,Coffee drinks,122678,2274
2018-02-23,2,Bottled drinks,210306,8621
2018-02-23,2,Combos,7528137,53276
2018-02-23,2,Popcorn,1601113,28358
2018-02-23,2,Other families,5240839,110315
2018-02-23,3,Coffee drinks,214349,3864
2018-02-23,3,Bottled drinks,219119,8917
2018-02-23,3,Combos,8029807,55125
2018-02-23,3,Popcorn,1913808,33257
2018-02-23,3,Other families,6822817,133464
2018-02-23,4,Coffee drinks,182314,3435
2018-02-23,4,Bottled drinks,218487,9485
2018-02-23,4,Combos,9466659,69115
2018-02-23,4,Popcorn,2112747,38372
2018-02-23,4,Other families,6675300,143679
2018-03-02,1,Coffee drinks,218522,3910
2018-03-02,1,Bottled drinks,238846,9273
2018-03-02,1,Combos,8659836,61170
2018-03-02,1,Popcorn,2477187,41737
2018-03-02,1,Other families,5638091,129674
2018-03-02,2,Coffee drinks,119638,2158
2018-03-02,2,Bottled drinks,196020,7540
2018-03-02,2,Combos,6373107,44597
2018-03-02,2,Popcorn,1440374,24892
2018-03-02,2,Other families,4745616,96638
2018-03-02,3,Coffee drinks,207535,3655
2018-03-02,3,Bottled drinks,216336,8304
2018-03-02,3,Combos,6749731,45627
2018-03-02,3,Popcorn,1773728,29949
2018-03-02,3,Other families,6120967,114892
2018-03-02,4,Coffee drinks,192825,3502
2018-03-02,4,Bottled drinks,207797,8441
2018-03-02,4,Combos,8285899,60597
2018-03-02,4,Popcorn,1882938,33219
2018-03-02,4,Other families,6013294,122894
2018-03-09,1,Coffee drinks,192535,3438
2018-03-09,1,Bottled drinks,228981,8800
2018-03-09,1,Combos,7911245,55639
2018-03-09,1,Popcorn,2308256,38944
2018-03-09,1,Other families,5046251,105746
2018-03-09,2,Coffee drinks,113626,2068
2018-03-09,2,Bottled drinks,187731,7271
2018-03-09,2,Combos,6065049,42216
2018-03-09,2,Popcorn,1402508,24413
2018-03-09,2,Other families,4371323,82366
2018-03-09,3,Coffee drinks,187441,3334
2018-03-09,3,Bottled drinks,205190,7879
2018-03-09,3,Combos,6220648,41586
2018-03-09,3,Popcorn,1642329,27902
2018-03-09,3,Other families,5575870,99502
2018-03-09,4,Coffee drinks,174191,3208
2018-03-09,4,Bottled drinks,202570,8197
2018-03-09,4,Combos,7607506,55567
2018-03-09,4,Popcorn,1808124,31989
2018-03-09,4,Other families,5419615,104354
2018-03-16,1,Coffee drinks,236004,4247
2018-03-16,1,Bottled drinks,269378,10359
2018-03-16,1,Combos,9986147,77189
2018-03-16,1,Popcorn,2725029,45766
2018-03-16,1,Other families,6019075,116249
2018-03-16,2,Coffee drinks,119949,2182
2018-03-16,2,Bottled drinks,229754,8780
2018-03-16,2,Combos,7685577,58458
2018-03-16,2,Popcorn,1618230,27822
2018-03-16,2,Other families,5107756,87668
2018-03-16,3,Coffee drinks,221498,3949
2018-03-16,3,Bottled drinks,253781,9586
2018-03-16,3,Combos,8292673,61229
2018-03-16,3,Popcorn,1956057,33048
2018-03-16,3,Other families,6758732,116447
2018-03-16,4,Coffee drinks,195055,3538
2018-03-16,4,Bottled drinks,261186,10490
2018-03-16,4,Combos,10192272,80934
2018-03-16,4,Popcorn,2134322,37661
2018-03-16,4,Other families,6649622,123981
2018-03-23,1,Coffee drinks,259448,4627
2018-03-23,1,Bottled drinks,327734,12554
2018-03-23,1,Combos,11936782,85355
2018-03-23,1,Popcorn,3432366,57059
2018-03-23,1,Other families,7290175,143092
2018-03-23,2,Coffee drinks,128878,2343
2018-03-23,2,Bottled drinks,275983,10511
2018-03-23,2,Combos,9293960,65227
2018-03-23,2,Popcorn,1993641,34190
2018-03-23,2,Other families,6110128,106605
2018-03-23,3,Coffee drinks,252033,4443
2018-03-23,3,Bottled drinks,309120,11670
2018-03-23,3,Combos,11028435,73935
